INSTNM,CITY,STABBR,ZIP,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,NPT4_PUB,NPT4_PRIV,TUITIONFEE_PROG,PCTPELL,PCTFLOAN,DEBT_MDN,GRAD_DEBT_MDN_SUPP,ADM_RATE,SAT_AVG,AVGFACSAL,UGDS,C150_4,RET_FT4,CDR3,MD_EARN_WNE_P10
Texas Beauty College,Haltom city,TX,76117,3,,,,,11652.0,8217.0,0.8824,0.0,PS,PS,,,,59.0,,,,26392.0
Avenue Five Institute,Austin,TX,78757,3,,,,,26507.0,13012.0,0.4189,0.4737,7917,7917,,,,267.0,,,0.0,30280.0
The Salon Professional Academy-Lewisville,Lewisville,TX,75067,3,,,,,,16225.0,0.4378,0.6617,7917,7917,,,,127.0,,,0.0,29145.0
Renaissance Academie,Provo,UT,84604,3,,,,,24345.0,17550.0,0.232,0.2293,5500,6167,,,,206.0,,,0.0,21547.0
Ascent College,Gainesville,VA,20155,2,7680.0,7680.0,,,,,0.26,0.29,PS,PS,,,1875.0,85.0,0.5,,0.0,
Institute of Advanced Medical Esthetics,Ashland,VA,23005-2111,3,,,,,11317.0,9950.0,0.5224,0.4776,9500,PS,,,,37.0,,,0.0,31213.0
Aveda Arts & Sciences Institute Seattle,Seattle,WA,98122,3,,,,,30692.0,21000.0,0.2392,0.3608,7773,7773,,,,157.0,,,0.007,32491.0
Northwest School of Wooden Boat Building,Port Hadlock,WA,98339,2,20025.0,20025.0,32601.0,,25795.0,,0.3065,0.3871,PS,PS,,,4848.0,43.0,,,0.027,
The Salon Professional Academy-Onalaska,Onalaska,WI,54650,3,,,,,16460.0,24900.0,0.4522,0.5478,7917,8374,,,,76.0,,,0.0,30744.0
West Coast University-Orange County,Anaheim,CA,92802-2905,3,22685.0,22685.0,38599.0,,36836.0,,0.4122,0.8343,24145,32946,,,8719.0,3168.0,0.6429,0.8571,0.0,102672.0
West Coast University-Ontario,Ontario,CA,91761-7698,3,37194.0,37194.0,51950.0,,49752.0,,0.4971,0.8837,24145,32946,,,9096.0,2647.0,0.5,0.8333,0.0,102672.0
Paul Mitchell the School-Chicago,Chicago,IL,60607,3,,,,,16064.0,22575.0,0.625,0.5893,9500,13598,,,,145.0,,,0.0,27652.0
Miller-Motte College-Fayetteville,Fayetteville,NC,28311,3,,,,,,5000.0,0.4769,0.4385,10661,15917,,,3802.0,169.0,,,0.0,31102.0
European Massage Therapy School-Las Vegas,Las Vegas,NV,89117,3,,,,,,,0.3984,0.4766,5657,5657,,,,83.0,,,0.0,24290.0
Miller-Motte College-Columbus,Columbus,GA,31907,3,,,,,21407.0,21040.0,0.9028,0.8704,10661,15917,,,3913.0,270.0,,,0.0,31102.0
Fortis College-Indianapolis,Indianapolis,IN,46268,3,14116.0,14116.0,34815.0,,28374.0,,0.7852,0.7958,12949,13000,,,6092.0,265.0,,,0.0,34726.0
Empire Beauty School-E Memphis,Memphis,TN,38117,3,,,,,15895.0,17145.0,0.5061,0.589,6633,10667,,,,216.0,,,0.001,22377.0
Empire Beauty School-Nashville,Brentwood,TN,37027,3,,,,,13888.0,17145.0,0.4574,0.5904,7851,10667,,,,125.0,,,0.0,23921.0
Empire Beauty School-Jackson,Jackson,TN,38301,3,,,,,13699.0,17145.0,0.7315,0.6574,6756,10667,,,,44.0,,,0.0,24397.0
Empire Beauty School-Springfield,Springfield,PA,19064,3,,,,,17417.0,17000.0,0.552,0.6201,8028,13000,,,,174.0,,,0.0,25073.0
Empire Beauty School-Speedway,Speedway,IN,46224,3,,,,,17267.0,19260.0,0.54,0.5061,7050,13583,,,,209.0,,,0.0,24407.0
Empire Beauty School-Morrow,Morrow,GA,30260,3,,,,,16313.0,19260.0,0.6417,0.6139,6756,10667,,,,209.0,,,0.0,24397.0
Strayer University-Arkansas,Little Rock,AR,72201,3,13920.0,13920.0,,,,,0.9273,0.1345,14000,40621,,,9955.0,456.0,,,0.0,40092.0
Strayer University-Georgia,Chamblee,GA,30341,3,13920.0,13920.0,23838.0,,18224.0,,0.7837,0.1551,14000,40621,,,7147.0,4878.0,0.2308,0.5,0.0,40092.0
Strayer University-Mississippi,Jackson,MS,39201,3,13920.0,13920.0,,,,,0.8339,0.1408,14000,40621,,,9955.0,400.0,,,0.0,40092.0
Strayer University-South Carolina,Greenville,SC,29601,3,13920.0,13920.0,23838.0,,22134.0,,0.7889,0.1452,14000,40621,,,8296.0,1830.0,0.0,0.1667,0.0,40092.0
Strayer University-Texas,Farmers Branch,TX,75234,3,13920.0,13920.0,23838.0,,17517.0,,0.7428,0.1031,14000,40621,,,8533.0,2397.0,0.5,0.2,0.0,40092.0
Empire Beauty School-Charlotte,Charlotte,NC,28213,3,,,,,16126.0,19260.0,0.7029,0.6159,6222,10667,,,,81.0,,,0.0,24022.0
Empire Beauty School-Winston-Salem,Winston-Salem,NC,27106,3,,,,,15478.0,19260.0,0.6429,0.5918,6756,10667,,,,72.0,,,0.0,24397.0
Empire Beauty School-West Palm,West Palm Beach,FL,33409,3,,,,,17362.0,16320.0,0.5758,0.5758,8028,13000,,,,58.0,,,0.0,25073.0
Empire Beauty School-Pineville,Charlotte,NC,28226,3,,,,,16090.0,19260.0,0.4855,0.5,7667,13000,,,,81.0,,,0.0,23925.0
Paul Mitchell the School-Phoenix,Phoenix,AZ,85017,3,,,,,18308.0,18100.0,0.6143,0.6,11200,16779,,,,102.0,,,0.0,29340.0
Paul Mitchell the School-Modesto,Modesto,CA,95350,3,,,,,17550.0,8503.0,0.5914,0.6007,6211,6211,,,,305.0,,,0.0,28691.0
Paul Mitchell the School-Fresno,Fresno,CA,93710,3,,,,,20048.0,13633.0,0.8547,0.7464,9500,11277,,,,262.0,,,0.0,29671.0
Unitek College,Fremont,CA,94538,3,,,,,25719.0,37659.0,0.4186,0.5777,9769,10700,,,7729.0,4715.0,0.7168,0.8571,0.0,79550.0
Gurnick Academy of Medical Arts,San Jose,CA,95112,3,,,,,30558.0,36110.0,0.442,0.6493,16832,17317,,,8742.0,2844.0,0.6985,0.5,0.0,66844.0
Paul Mitchell the School-East Bay,Pleasant Hill,CA,94523,3,,,,,30889.0,16628.0,0.4441,0.472,10513,13083,,,,212.0,,,0.0,29418.0
South University-Richmond,Glen Allen,VA,23060,3,18238.0,18238.0,33875.0,,26205.0,,0.4125,0.5519,13000,26123,,,7179.0,244.0,0.2069,0.6364,0.0,34421.0
South University-Virginia Beach,Virginia Beach,VA,23452,3,18238.0,18238.0,33875.0,,24372.0,,0.5122,0.5024,13000,26123,,,6454.0,252.0,0.1364,0.25,0.0,34421.0
Aveda Institute-Denver,Denver,CO,80204,3,,,,,21495.0,21150.0,0.3234,0.4493,6500,9829,,,,316.0,,,0.0,38020.0
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,80903,3,,,,,16851.0,17100.0,0.4684,0.4452,6333,7667,,,,169.0,,,0.0,27683.0
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,80918,3,,,,,11079.0,7900.0,0.488,0.52,6333,6333,,,,85.0,,,0.0,28934.0
Paul Mitchell the School-Delaware,Newark,DE,19702,3,,,,,16036.0,17225.0,0.5497,0.5894,9833,9833,,,,130.0,,,0.0,32242.0
Fred K Marchman Technical College,New Port Richey,FL,34653,1,,,,7938.0,,3988.0,0.336,0.0,PS,PS,,,,322.0,,,,30259.0
The Salon Professional Academy-Ft Myers,Fort Myers,FL,33907,3,,,,,20140.0,17925.0,0.2124,0.2642,7667,9500,,,,104.0,,,0.0,26408.0
Universal Spa Training Academy,Downers Grove,IL,60515,3,,,,,20547.0,17250.0,0.5143,0.5551,6861,7283,,,,144.0,,,0.0,41928.0
The Salon Professional Academy-Evansville,Evansville,IN,47715,3,,,,,12165.0,18450.0,0.413,0.5109,9500,9833,,,,169.0,,,0.0,26881.0
Tri County Regional Vocational Technical High School,Franklin,MA,02038,1,,,,25900.0,,15185.0,0.3,0.0,PS,PS,,,,64.0,,,,
Nova Academy of Cosmetology,Rochester,MN,55901,3,,,,,29868.0,21700.0,0.3777,0.6691,7863,9424,,,,174.0,,,0.0,32156.0
Sage School of Massage & Esthetics,Bend,OR,97703,3,,,,,16206.0,13999.0,0.3125,0.4688,7811,PS,,,,26.0,,,,29644.0
Peloton College,Dallas,TX,75231,3,,,,,17372.0,15595.0,0.7411,0.7232,9500,9500,,,,63.0,,,0.0,33559.0
ABC Beauty Academy,Richardson,TX,75081,3,,,,,10107.0,8217.0,0.9099,0.0,PS,PS,,,,65.0,,,,16263.0
Salon & Spa Institute,Brownsville,TX,78520-8809,3,,,,,12372.0,14000.0,0.7862,0.805,7282,8212,,,,91.0,,,0.0,21571.0
American Beauty Academy,Payson,UT,84651,3,,,,,11055.0,17000.0,0.5152,0.6061,5651,10060,,,,11.0,,,0.0,20236.0
Summit Salon Academy,Tacoma,WA,98409,3,,,,,26302.0,18700.0,0.4147,0.6175,8000,9785,,,,148.0,,,0.0,31648.0
Paul Mitchell the School-Milwaukee,Wauwatosa,WI,53222,3,,,,,17564.0,18155.0,0.6477,0.5511,6750,10486,,,,111.0,,,0.0,25122.0
Touro University Worldwide,Los Alamitos,CA,90720,2,14600.0,14600.0,27755.0,,16599.0,,0.5194,0.4782,14437,25000,,,7308.0,416.0,0.4231,0.7826,0.0,40803.0
Touro University California,Vallejo,CA,94592,2,,,,,,,,,12500,12500,,,10780.0,,,,0.0,104805.0
The Chicago School at Washington DC,Washington,DC,20005,2,,,,,,,,,10250,20000,,,8063.0,,,,0.0,56899.0
Touro University Nevada,Henderson,NV,89014,2,,,,,,,0.2667,0.3333,12500,12500,,,9987.0,19.0,,,0.0,104805.0
Herzing University-Kenosha,Kenosha,WI,53140,2,13420.0,13420.0,23590.0,,17613.0,,0.6204,0.8166,11756,21500,0.8939,,7385.0,543.0,0.5,0.7692,0.0,36909.0
Herzing University-Brookfield,Brookfield,WI,53005,2,13420.0,13420.0,25879.0,,18796.0,,0.6046,0.7602,11756,21500,0.9079,,7374.0,378.0,0.4,0.3333,0.0,36909.0
Texas A&M University-San Antonio,San Antonio,TX,78224,1,9548.0,23124.0,21840.0,13220.0,,,0.5083,0.4008,12500,18401,0.92,954.0,8248.0,6224.0,0.2937,0.6316,0.0,54338.0
Fortis Institute,Houston,TX,77060,3,,,,,15326.0,16264.0,0.75,0.6607,6333,9500,,,5241.0,332.0,,,0.0,33193.0
Southern Careers Institute-Brownsville,Brownsville,TX,78520,3,,,,,16706.0,14210.0,0.7663,0.7142,7389,8708,,,4393.0,637.0,,,0.0,27035.0
Southern Careers Institute-Harlingen,Harlingen,TX,78550,3,,,,,23167.0,18450.0,0.7494,0.6506,7389,8708,,,4487.0,437.0,,,0.0,27035.0
Strayer University-Global Region,Washington,DC,20005,3,13920.0,13920.0,23838.0,,18918.0,,0.5278,0.0733,14000,40621,,,7119.0,10087.0,0.2,0.3333,0.0,40092.0
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,29501,3,,,,,20345.0,18300.0,0.7659,0.604,5825,8661,,,,178.0,,,0.0,25542.0
Fortis College-Columbia,Columbia,SC,29210,3,14576.0,14576.0,34276.0,,27508.0,,0.735,0.7238,9500,12547,,,5463.0,513.0,,,0.0,36368.0
Ross Medical Education Center-Davison,Davison,MI,48423-1751,3,,,,,23187.0,16297.0,0.8475,0.8644,7719,9500,,,,39.0,,,0.002,29898.0
Ross Medical Education Center-Granger,Granger,IN,46530-4479,3,,,,,22381.0,16297.0,0.8895,0.8372,8481,9500,,,,115.0,,,0.0,30481.0
Ross Medical Education Center-Niles,Niles,OH,44446-4810,3,,,,,20805.0,16297.0,0.8333,0.8684,5500,9500,,,,69.0,,,0.001,30072.0
Ross Medical Education Center-Canton,Canton,MI,48187-5071,3,,,,,26387.0,14507.0,0.75,0.7426,7504,9500,,,,90.0,,,0.0,30060.0
Pima Medical Institute-Houston,Houston,TX,77041,3,,,,,21060.0,16390.0,0.4965,0.5383,9500,9500,,,5936.0,1019.0,,,0.0,38673.0
Illinois Media School-Chicago Campus,Chicago,IL,60602,3,,,,,26038.0,19170.0,0.6154,0.6431,9500,9500,,,,48.0,,,0.0,38284.0
Miller-Motte College-STVT-San Antonio,San Antonio,TX,78214,3,,,,,21496.0,20663.0,0.6743,0.6712,10661,15917,,,,592.0,,,0.0,31102.0
Concorde Career College-Dallas,Dallas,TX,75243,3,,,,,22977.0,18115.0,0.6056,0.7074,9500,9500,0.9685,,7107.0,183.0,,,0.001,42456.0
Concorde Career Institute-Orlando,Orlando,FL,32803,3,,,,,32657.0,65490.0,0.6723,0.7151,9500,9500,0.908,,6970.0,145.0,,,0.0,34098.0
Concorde Career College-San Antonio,San Antonio,TX,78229,3,,,,,26411.0,17937.0,0.5749,0.703,9500,9500,0.9918,,6142.0,122.0,,,0.0,35242.0
Johnson & Wales University-Online,Providence,RI,02903,2,13365.0,13365.0,25365.0,,21611.0,,0.3559,0.5762,16334,26000,0.5426,,9935.0,1980.0,0.0,0.5417,0.0,43418.0
Fairfax University of America,Fairfax,VA,22030-0000,2,10128.0,10128.0,,,,,0.0,0.0,PS,PS,,,6722.0,5.0,0.0,0.625,,
Moreno Valley College,Moreno Valley,CA,92551,1,1420.0,11230.0,12024.0,1996.0,,,0.2047,0.0078,6625,PS,,,14174.0,8292.0,,,0.0,52133.0
Norco College,Norco,CA,92860,1,1420.0,11230.0,12749.0,2845.0,,,0.157,0.0034,5500,PS,,,14265.0,8359.0,,,0.0,51206.0
Dorsey College-Saginaw,Saginaw,MI,48603,3,32160.0,32160.0,31779.0,,23242.0,,0.9222,0.9556,9500,13000,,,,199.0,,,0.0,29392.0
Milan Institute of Cosmetology-El Paso,El Paso,TX,79936,3,,,,,25964.0,14092.0,0.6467,0.5817,6070,6333,,,,407.0,,,0.0,22378.0
Universal Technical Institute-Dallas Fort Worth,Irving,TX,75063,3,,,,,23939.0,54550.0,0.5064,0.5744,11574,14267,,,6078.0,1661.0,,,0.0,51222.0
ICPR Junior College,Manati,PR,00674,3,8060.0,8060.0,13751.0,,5907.0,,0.9883,0.0,PS,PS,,,2173.0,414.0,,,,18694.0
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,33801,3,,,,,16056.0,9672.0,0.5708,0.5615,6333,6333,,,,192.0,,,0.0,20948.0
Hawaii Medical College,Honolulu,HI,96814-3518,3,25927.0,25927.0,41381.0,,35048.0,,0.5311,0.9597,10500,13000,,,3769.0,217.0,,,0.0,38880.0
Carolina College of Hair Design Inc,Asheville,NC,28806-2711,3,,,,,13922.0,18045.0,0.4561,0.4035,4712,PS,,,,46.0,,,0.018,
Integrated Massage Therapy Services,Blackfoot,ID,83221,3,,,,,9027.0,9625.0,0.7692,0.6923,PS,PS,,,,16.0,,,0.027,24368.0
Miller-Motte College-Jacksonville,Jacksonville,NC,28546,3,,,,,22465.0,25240.0,0.5268,0.4375,10661,15917,,,4011.0,187.0,,,0.0,31102.0
Miller-Motte College-Augusta,Augusta,GA,30906,3,,,,,22173.0,21040.0,0.7257,0.6944,10661,15917,,,3893.0,524.0,,,0.0,31102.0
Miller-Motte College-Conway,Conway,SC,29526-9508,3,,,,,21736.0,25240.0,0.5268,0.3103,10661,15917,,,4201.0,164.0,,,0.0,31102.0
Aveda Institute-Portland,Portland,OR,97209-3144,3,,,,,12108.0,7800.0,0.3729,0.4884,6211,6826,,,,171.0,,,0.0,33003.0
Chamberlain University-Virginia,Vienna,VA,22182,3,20462.0,20462.0,,,,,0.4389,0.7541,16458,20919,1.0,,8876.0,567.0,1.0,,0.0,92405.0
Penrose Academy,Scottsdale,AZ,85254-4065,3,,,,,23650.0,12675.0,0.2688,0.4306,6333,6333,,,,390.0,,,0.0,35839.0
Skin Institute,Saint Louis,MO,63126,3,,,,,15336.0,14575.0,0.5426,0.8295,6895,PS,,,,83.0,,,0.018,23524.0
Beauty Academy of South Florida,Hialeah Gardens,FL,33016-2421,3,,,,,13555.0,3900.0,0.3817,0.3956,6223,6458,,,,348.0,,,0.0,16826.0
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,75248-1216,3,,,,,21125.0,16500.0,0.6642,0.6807,7369,7917,,,,320.0,,,0.0,26885.0
The Salon Professional Academy,Sherwood,AR,72120,3,,,,,12628.0,15990.0,0.3228,0.3757,6333,6333,,,,92.0,,,0.0,
The Salon Professional Academy-St Charles,St. Charles,MO,63301-1021,3,,,,,14111.0,19954.0,0.3195,0.4774,8243,8589,,,,117.0,,,0.0,34900.0
Mildred Elley-New York Campus,New York,NY,10004-1010,3,17926.0,17926.0,29933.0,,23697.0,,0.7562,0.7234,12000,19000,,,6424.0,1004.0,,,0.0,38830.0
National Paralegal College,Phoenix,AZ,85014-1561,3,7995.0,7995.0,19691.0,,15524.0,,0.3968,0.4381,13994,24853,,,,388.0,0.3191,0.1667,0.0,42269.0
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,2,6276.0,6276.0,24267.0,,18745.0,,0.5625,0.2589,17500,25750,,,,122.0,0.2222,0.0,0.0,24581.0
Northeast Technology Center,Pryor,OK,74361,1,,,,7251.0,,2350.0,0.1022,0.0,PS,PS,,,,1340.0,,,,34457.0
Allstate Hairstyling & Barber College,Cleveland,OH,44113-3413,3,,,,,11440.0,14540.0,0.3906,0.0,PS,PS,,,,41.0,,,,
Omega Graduate School,Dayton,TN,37321-6736,2,,,,,,,,,,,,,488.0,,,,0.0,
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,2,,,,,,,,,PS,PS,,,,,,,0.0,
New York Film Academy,Burbank,CA,91505,3,36738.0,36738.0,62291.0,,46420.0,,0.2028,0.2871,10750,16000,,,3428.0,965.0,0.709,0.7843,0.0,29633.0
International College of Cosmetology,Oakland,CA,94601-3525,3,,,,,1973.0,3075.0,0.1268,0.0,PS,PS,,,,125.0,,,,21099.0
Bella Capelli Academy,Monroeville,PA,15146-2388,3,,,,,15526.0,17625.0,0.3953,0.5878,8028,8028,,,,194.0,,,0.0,25817.0
Institute of Medical Careers,Pittsburgh,PA,15235-3718,3,,,,,20376.0,22500.0,0.9142,0.9425,12488,12925,,,3684.0,866.0,,,0.0,
Flagler Technical College,Palm Coast,FL,32164,1,,,,,,1074.0,0.0612,0.0,PS,PS,,,,91.0,,,,
Galaxy Medical College,North Hollywood,CA,91606-1593,3,,,,,11331.0,16400.0,0.9286,0.8036,9500,9500,,,1631.0,65.0,,,0.0,
American Medical Sciences Center,Glendale,CA,91204-5108,3,,,,,23566.0,39097.0,0.6667,0.7892,15418,PS,,,,200.0,1.0,0.75,0.009,29972.0
Mandalyn Academy,American Fork,UT,84003-2161,3,,,,,22626.0,16990.0,0.4255,0.5177,6333,PS,,,,62.0,,,0.0,
Jose Maria Vargas University,Pembroke Pines,FL,33026,3,11260.0,11260.0,,,,,0.5728,0.6893,14250,PS,,,3581.0,83.0,,,0.0,
D A Dorsey Technical College,Miami,FL,33147-6304,1,,,,3103.0,,3328.0,0.1336,0.0,PS,PS,,,,275.0,,,,
Keweenaw Bay Ojibwa Community College,Baraga,MI,49908-0000,1,5000.0,5000.0,13229.0,529.0,,,0.5166,0.0,PS,PS,,,5529.0,147.0,,,,22340.0
Meridian Institute of Surgical Assisting,Nashville,TN,37218,3,,,,,,,0.2106,0.283,6840,6840,,,6479.0,788.0,,,0.0,62978.0
Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,3,,,,,112070.0,98000.0,0.0,0.2273,PS,PS,,,,12.0,,,0.0,
Acaydia School of Aesthetics,Provo,UT,84601-0000,3,,,,,19568.0,14725.0,0.2752,0.4587,7590,7667,,,,116.0,,,0.0,
Holistic Massage Training Institute,Baltimore,MD,21218,3,,,,,,14998.0,0.4,0.3111,8550,PS,,,,28.0,,,0.0,
Diamonds College,Sherman,TX,75090-2657,3,,,,,20905.0,14300.0,0.527,0.5541,5500,8000,,,,36.0,,,0.0,27126.0
Northern Virginia School of Therapeutic Massage,Falls Church,VA,22042-4302,3,,,,,,,0.4231,0.5812,6333,6333,,,,87.0,,,0.0,44892.0
Paul Mitchell the School-St Louis,St. Louis,MO,63108-1554,3,,,,,19615.0,18927.0,0.4984,0.5377,9833,9833,,,,209.0,,,0.0,33132.0
Advanced Training Institute,Las Vegas,NV,89118-1519,3,,,,,,,0.412,0.4568,7600,7600,,,,545.0,,,0.0,45893.0
Shepherds Theological Seminary,Cary,NC,27518-9316,2,,,,,,,,,PS,PS,,,6845.0,,,,0.0,
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,84088-6577,3,,,,,16791.0,18000.0,0.2752,0.3333,9500,10556,,,,165.0,,,0.0,36048.0
Santa Ana Beauty Academy,Santa Ana,CA,92705-7820,3,,,,,7995.0,4500.0,0.4265,0.0,PS,PS,,,,45.0,,,,28107.0
Manna University,Fayetteville,NC,28314-2343,2,7163.0,7163.0,23618.0,,20170.0,,0.3448,0.2701,9500,PS,1.0,,1129.0,169.0,0.6923,0.6,0.0,
Evolve Beauty Academy,Washing,MO,63090,3,,,,,15266.0,15500.0,0.4286,0.5,7892,PS,,,,21.0,,,0.0,
Aveda Institute-New Mexico,Albuquerque,NM,87104-1160,3,,,,,16998.0,16818.0,0.5389,0.5078,6333,7000,,,,157.0,,,0.0,
American Trade School,Saint Ann,MO,63074-1807,3,,,,,18022.0,24600.0,0.4427,0.6198,PS,PS,,,6083.0,140.0,,,0.008,47161.0
Estelle Skin Care and Spa Institute,Skokie,IL,60077-9945,3,,,,,13837.0,10875.0,0.4622,0.3586,7136,7136,,,,121.0,,,0.0,25148.0
Elite Cosmetology School,PALM DESERT,CA,92260,3,,,,,17818.0,15000.0,0.6229,0.6343,6333,8164,,,,123.0,,,0.0,17966.0
American Technical Institute,Bayamon,PR,00957-0000,3,,,,,6500.0,13603.0,0.8241,0.0,PS,PS,,,,27.0,,,,
Bergin University of Canine Studies,Penngrove,CA,94951,2,,,,,,,0.2941,0.4118,PS,PS,,,5346.0,18.0,,,,
Aveda Institute-Boise,Boise,ID,83704-4406,3,,,,,17804.0,9752.0,0.523,0.5517,5846,5846,,,,93.0,,,0.0,24470.0
Pima Medical Institute-Aurora,Aurora,CO,80012-0000,3,,,,,18729.0,17158.0,0.48,0.39,5500,8521,,,6011.0,290.0,,,0.0,
Capilo School of Hair Design,Augusta,ME,04330-0000,3,,,,,18762.0,16900.0,0.3405,0.3589,6333,7700,,,,133.0,,,0.0,
Pure Aesthetics Natural Skincare School,Tucson,AZ,85716-3823,3,,,,,24347.0,12717.0,0.375,0.4205,6333,PS,,,,53.0,,,0.0,
Lindsey Institute of Cosmetology,Bowling Green,KY,42103-8036,3,,,,,14227.0,15100.0,0.2644,0.3103,6009,PS,,,,65.0,,,0.013,14602.0
Buckner Barber School,Dallas,TX,75217-1775,3,,,,,27807.0,15175.0,0.6531,0.6735,4750,PS,,,,42.0,,,0.0,27850.0
Simmons College of Kentucky,Louisville,KY,40203-3322,2,16398.0,16398.0,25981.0,,19960.0,,0.4304,0.3207,PS,PS,0.9821,,4131.0,381.0,0.34,0.5135,,
Atelier Esthetique Institute of Esthetics,New York,NY,10001,3,,,,,13529.0,10330.0,0.5264,0.4858,5846,5846,,,,244.0,,,0.0,40826.0
Advanced College of Cosmetology,Waupun,WI,53963-0000,3,,,,,13510.0,14710.0,0.5,0.65,9819,PS,,,,34.0,,,0.0,
North American University,Stafford,TX,77477-0000,2,12836.0,12836.0,24909.0,,17950.0,,0.5143,0.404,4750,4925,,,4447.0,573.0,0.2698,0.4333,0.0,
United Beauty College,Denver,CO,80219,3,,,,,10700.0,4035.0,0.8462,0.0,PS,PS,,,,12.0,,,,
Cinta Aveda Institute,San Francisco,CA,94108-3204,3,,,,,10821.0,11600.0,0.5455,0.7416,5500,6333,,,,95.0,,,0.0,34937.0
Long Island Nail Skin & Hair Institute,Bethpage,NY,11714,3,,,,,13510.0,10995.0,0.3149,0.2418,5319,5611,,,,149.0,,,0.0,23404.0
Keser Torah-Mayan Hatalmud,Lakewood,NJ,08701-2758,2,11060.0,11060.0,16600.0,,9706.0,,0.1887,0.0,PS,PS,0.7143,,6500.0,59.0,0.3333,0.9167,,
Southern California Health Institute,North Hollywood,CA,91601,3,,,,,26692.0,14700.0,0.9834,0.9716,9500,9500,,,,69.0,,,0.0,34558.0
Best Care College,East Orange,NJ,07018-1703,3,,,,,,1087.0,0.529,0.729,12970,PS,,,2000.0,46.0,,,0.0,64311.0
First Class Cosmetology School,Beloit,WI,53511-0000,3,,,,,16411.0,18490.0,0.6953,0.6797,7847,10194,,,,104.0,,,0.0,26792.0
Millennia Atlantic University,Doral,FL,33178-2369,3,12978.0,12978.0,,,,,0.0714,0.119,PS,PS,,,,104.0,1.0,0.0,0.0,
Abcott Institute,Southfield,MI,48075-5227,3,,,,,21007.0,29900.0,0.7121,0.6342,8708,10411,,,,166.0,,,0.0,33151.0
The Salon Professional Academy-Kenosha,Kenosha,WI,53142-4950,3,,,,,26061.0,23400.0,0.503,0.4731,6333,6333,,,,95.0,,,0.0,24941.0
Paul Mitchell the School-Indianapolis,Indianapolis,IN,46227-6252,3,,,,,14406.0,17085.0,0.2892,0.4669,8500,9500,,,,224.0,,,0.0,34913.0
Taylor Andrews Academy-St George,St. George,UT,84790,3,,,,,12005.0,14000.0,0.3902,0.3984,7000,7505,,,,162.0,,,0.0,17368.0
Protege Academy,East Lansing,MI,48823-8660,3,,,,,11818.0,19600.0,0.5,0.5804,9833,9833,,,,68.0,,,0.0,19499.0
Colorado Academy of Veterinary Technology,Colorado Springs,CO,80906-4944,3,19721.0,19721.0,25948.0,,24273.0,,0.475,0.6,19704,22187,,,3571.0,25.0,,,0.0,
Northeast Technical Institute,Scarborough,ME,04074-0000,3,,,,,35025.0,17982.0,0.5619,0.6063,8550,8708,,,,274.0,,,0.0,
Elite School of Cosmetology,Norwalk,OH,44857-2714,3,,,,,22462.0,15764.0,0.478,0.5157,4806,7412,,,,179.0,,,0.0,23547.0
Paul Mitchell the School-Las Vegas,Las Vegas,NV,89123-8014,3,,,,,27485.0,21005.0,0.5369,0.5767,10556,13667,,,,219.0,,,0.0,
Summit Salon Academy-Kokomo,Kokomo,IN,46901-6248,3,,,,,16572.0,15900.0,0.5215,0.5161,8867,8973,,,,103.0,,,0.0,23226.0
Florida Academy,Fort Myers,FL,33966-1155,3,,,,,13236.0,10100.0,0.4924,0.4833,6333,6333,,,,408.0,,,0.0,
Institute for Doctoral Studies in the Visual Arts,Portland,ME,04102-0000,2,,,,,,,,,,,,,9945.0,,,,0.0,
State Career College,Gurnee,IL,60061,3,,,,,18724.0,13450.0,0.7584,0.698,9500,9500,,,,140.0,,,0.0,
Academy for Salon Professionals,Northridge,CA,91324,3,,,,,12408.0,8325.0,0.5048,0.5433,6304,6333,,,,140.0,,,0.0,
Paul Mitchell the School-Spokane,Spokane Valley,WA,99037-5041,3,,,,,19718.0,16340.0,0.5556,0.5484,6028,10556,,,,195.0,,,0.0,27209.0
International College of Beauty Arts & Sciences,Los Angeles,CA,90039-1012,3,,,,,21390.0,11100.0,0.512,0.608,6333,PS,,,,59.0,,,0.0,
John Paul the Great Catholic University,Escondido,CA,92025,2,29500.0,29500.0,47492.0,,29124.0,,0.38,0.7067,21500,26968,0.7929,1181.0,7604.0,297.0,0.6533,0.6986,0.0,56930.0
University of Connecticut-Hartford Campus,Hartford,CT,06103,1,17452.0,40120.0,25031.0,13339.0,,,0.458,0.3779,18610,21500,0.8645,1081.0,16171.0,1473.0,0.6536,0.7752,0.0,73997.0
Ottawa University-Surprise,Surprise,AZ,85374,2,35300.0,35300.0,51400.0,,35081.0,,0.3745,0.7797,12500,21500,0.3988,978.0,6649.0,768.0,0.2252,0.4359,0.0,55552.0
